reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOEtthGD6xQT_xR4xjtuOycNsG6dWoOHxETNU7T2PNgXgXJ-dJI-yl5GvUxYeX8WebZV2hF-QIkVw0rQdw,Farii Datunnisa,https://play-lh.googleusercontent.com/a-/AOh14GiXhq_BCbjWq5fBsZDrtQcmRXTpC2HKim10aivO,"Kok saya ga bisa masuk akun bibit saya ya? Orang lain bisa, hanya saya aja, dan kalau dari sinyal, sinyal saya bagus ttp ga bisa pake wifi atau hospot pun ga bisa. Apa bisa di bantu??",3,0,3.24.0,2022-01-02 17:44:51,,
gp:AOqpTOF-zWFQPAaZsugpybTZn1vLYl61GEfQ1V1srhLpwfcqHOiNNoUm4wnSHtMRjI3AttlXh1pbBYjNyp-1-g,Natal Boang Manalu,https://play-lh.googleusercontent.com/a-/AOh14Ggo2ALpwP5SGDldEZe7hjoKNiN0YtXrxmnDNSr_,Nah ini apk bibit saya tidak bisa di bukak dan saya sudah beli saham invest 100ribu dan prosesnya sangat lama tolong jgn sampai hilang uang saya awas kalau menipu apk tidak bisa di bukak,1,0,3.24.0,2022-01-02 05:55:10,"Hai kak, mohon maaf atas kendala sebelumnya. Kakak bisa coba kembali akses aplikasi Bibitnya saat ini. Jika masih kendala, harap langsung hubungi layanan live chat aplikasi Bibit atau bisa juga melalui DM Instagram @bibit.id maupun messenger FB untuk dibantu pengecekannya ya, tim support kami pasti segera membantu masalah kakak. Terima kasih",2022-01-03 04:38:47
gp:AOqpTOHOwyc7-7IcPxO-HKbsQgLMZBEjvmaAmO3V17X-YUG9rOCHU4cLaWL3MlF026fzRMj6AXFgrlMyvGUe-Q,Wahyu Suriawan,https://play-lh.googleusercontent.com/a/AATXAJxeWHxLDfGI2nEYYyaj49nGKcdzz9Z_nW6sRUeS=mo,"Sudah 2 hari aplikasi bibit saya error keterangan nya keterangan nya halaman web tidak tersedia ""err_name_not_resolved"".. saya buka di chrome juga keterangan halaman web tidak tersedia.. bisa dibantu solusi? Aplikasi juga udah saya re instal berkali""",1,4,3.24.0,2022-01-02 00:04:10,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 02:48:41
gp:AOqpTOGtlwpvo47c7ugs3OIazwoDzquhA8kIYLRv4wuXl_EB05Gw_v2PMExwSM-7D5Dlbgh3w3KuTBFpD8Yu3A,Ade Belakang,https://play-lh.googleusercontent.com/a/AATXAJwXuLutFZ9Lczl3oq5AbQXHGY4OEJ29pg265dtz=mo,Setelah saya deposit 100K ga bisa kebuka lagi aplikasinya parah banget beberapa kali eror mulu padahal jaringan bagus,1,0,3.24.0,2022-01-01 11:34:07,"Hai kak, mohon maaf atas ketidaknyamanannya. Silahkan gunakan jaringan lain lalu coba force close & clear cache terlebih dahulu ya. Jika masih terkendala harap langsung menghubungi live chat Bibit atau WA +622150864230 dan menyertakan screenshot kendalanya agar tim support Bibit dapat segera bantu lebih lanjut masalah kakak. Terima kasih
",2022-01-01 12:41:20
gp:AOqpTOGZ-z-B62bLXR-J7L88gOaslO7F6bglHw81C9dQDsJ3LOF3kYvw1vGEIDBfmRgIuE_cdg-1mhTaL1X5Xg,Tri Windarti Setianingsih,https://play-lh.googleusercontent.com/a-/AOh14GgcWdDNE1ikMAZ7BI7bNYf4IpOdWNLHlel17ojw2w,"Maaf sebelumnya kalau memberi bintang 3 dalam ulasan ini, menurut saya aplikasi ini sangat bagus dan cocok untuk pemula banyak fitur yang mudah di pahami, namun entah kenapa aplikasi ini tidak bisa digunakan bersamaan dengan aplikasi google chrome, jadi google chrome harus di uninstall dulu baru app bibit bisa di pakai, untuk yang sering menggunakan app chrome ini sedikit mengganggu, semoga kedepannya bisa ditingkatkan lagi, terimakasih",3,67,3.19.3,2021-11-17 17:03:51,,
gp:AOqpTOHoBoPOvXqguJ55x8jLIdrYFKf3QWyssAINMXFK_BiEboa7LrDrurLWrMs_a_6o_E8C1l4gICWZklsESw,Bang Brewox Channel,https://play-lh.googleusercontent.com/a-/AOh14GhD5lNbyOzJnwhcWFF-e_MoB9nSlX3K5nD0HiaPEg,semoga aplikasi ini real nyata bisa mewujudkan impian saya dan keluarga untuk mempunyai rumah dan fasilitas,5,1,3.24.0,2021-12-28 15:17:49,,
gp:AOqpTOFZg6goFY5TjnaNV6ZVQtFv_kmVhCxvNkP1tjV9hrgkmpkaJl79KLhUJ4FcoyC9havb_E7PR1IjPGc3Bw,Atha Qaidyaqzhan,https://play-lh.googleusercontent.com/a/AATXAJyZdFaXlA4EaViatGCtYphpMb2hjp0SuxxTYCzf=mo,"Apk Amatir, Saat Daftar sudah mengikuti sesuai petunjuk dan menunggu validasi data, dan sampai saat ini tidak ada penjelasan, malah melempar cek validasi ke dukcapil, terus apa gunanya menunggu team APK saat validasi data??? Kalau mau kroscek sekalian aja kroscek sendiri ke dukcapil, APK cuma nempel doang tertera OJK, Untuk OJK Kroscek kembali APK ini perihal Data Center'a Aman / Tidak??? Memperjual Belikan Data / Tidak???",1,80,3.22.2,2021-12-14 04:49:32,"Hai kak, kami cek akun kakak terkendala pada verifikasi KSEI. Coba kakak konfirmasi & validasi data KTP ke dukcapil setempat, selain itu minta agar datanya di update ke dukcapil nasional ya. Info lebih lanjut hubungi live chat Bibit atau WA +622150864230, tim support kami pasti langsung membantu masalah kakak. Terima kasih",2021-12-14 05:15:28
gp:AOqpTOG3_uNUytSIQQJo6VF7G-PJ0BxBnNz1SpZPJzpovXOTGDa2x6D7yTK7kMviZ5QJzebamqA-WZt79PwAQQ,zie alby,https://play-lh.googleusercontent.com/a-/AOh14GiAQOtooqThX2cmMOhyzlVZcF10YBNjDhe_835E7A,"Setelah sy download kok aplikasinya ga bisa dibuka, malah reload mulu !!!!!",1,0,3.24.0,2022-01-02 03:18:31,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 03:45:04
gp:AOqpTOG_NHV7Pgut5Wi9EBAE_pW4V75XBEqYb3-QN-khsoKWHzDu-ZXKGi379Bk7TZs50BuWYML9Jr7qX4vxig,Muhammad Nurhidayat,https://play-lh.googleusercontent.com/a-/AOh14GgUv8S1PtBl4I_Z_nF2txC1clt2sV5OLKFI4fPWQg,Yg ngasih bintang 1 gak pernah baca syarat dan ketentuan ya? Coba pahami dlu cari Info tentang pembelian dan penjualan saham di hari apa aja dan brpa hari kerja. Dan menjual reksadana gak segampang itu loh.,5,54,3.18.0,2021-10-18 17:15:33,,
gp:AOqpTOGnL5Fb5-63y9X2URLmlrMw0RNu3whmSkAVaGWzE9bWeN50TMCz-3AOvlYzWgFkFnnJCTFkIAQaWRwcmA,Vino Ade Santeria,https://play-lh.googleusercontent.com/a-/AOh14Ggm-f9GzgMR9oWpert7RmlbVyHYHnkFm-VQgAMA,Cashback tidak adapun. Terus juga keuntungan tiap hari tidak transparan hasilnya dimana pas kerugian aja keliatan. Misal keuntungan 200 rupiah besok 100 rupiah aturan kan dapat 300 rupiah ini enggak yang kemarin dapat 200 rupiah tidak lagi nampak jumlah investnya tetep sama gk ada nambah2nya 😂 kan lucu. Biarpun saya baru ya saya sebagai orang awam ya pengen jelas donk dimana keuntungannya.,1,78,3.19.3,2021-11-14 02:46:15,"Hai kak, NAB dapat berubah mengikuti keadaan ekonomi, suku bunga & kinerja Manajer Investasi. Sebaiknya tetap fokus investasi rutin utk memperoleh harga rata-rata terbaik, agar saat harga turun akan terhindar dari kerugian yg terlalu besar. Info lebih lanjut hubungi layanan live chat Bibit atau WA +622150864230. Terima kasih",2021-11-14 04:08:36
gp:AOqpTOGHWwxyua6xuEYtVB1mlEAboWsb9MHzO3eOn10EIogIvgwFpDOF5GFW7U-z8KJlgezqsqyZZ3CSvK8fvw,Mr Jowh,https://play-lh.googleusercontent.com/a-/AOh14GgoBx6n_SHfCTvAX-PH3SHHBmZPUKfEchun1PbU-Q,saya sama sekali tidak menemukan memasukan kode reff dari awal - akhir pendaftaran :))) pertama daftar langsung no hp - verifikasi ktp - langsung bank setelah itu tidak ada sama sekali memasukan kode reff temen ya gimana caranya ngundang :D,1,33,3.19.3,2021-11-11 03:09:27,"Hai kak, kode referral hanya bisa dimasukkan setelah kakak input data diri dan akun bank, pada kolom bagian bawah keterangan ""Registrasi Berhasil"", kalau sudah terlewat tidak bisa dimasukkan lagi atau mengulang registrasinya. Untuk masalah registrasi bisa langsung hubungi layanan live chat Bibit atau WA +622150864230, trims.",2021-11-11 03:56:08
gp:AOqpTOG84You9Gkqrpmo0Sf5kWaMxYBJ_8bq_gzA2kYWwSpzIitsEtqFnf0hbPkCG2DobNKcVWtItrPplS1mhA,nas Nass,https://play-lh.googleusercontent.com/a/AATXAJx9iwve9YG3fN88NyvFS6XnnnmKRdV66kXfHq7f=mo,"Kalo bisa diusahakan, Android 5.0 bisa akses Bibit App. 🙏. Kalo nggak, Ya udah.",3,0,3.24.0,2021-12-29 09:21:19,,
gp:AOqpTOECXgpbQ_iU7jUxjNG7sX2BYyXcCnwVSHJAmtmDeQvdin331WsuaRU5rmoE0injsn1n4TH0SkazWeDTvw,Andra Sulistiawati Ramadhani,https://play-lh.googleusercontent.com/a-/AOh14GheNrsKLVaFXaG2UlL8hdT6GmNDtM2aE0-_iYtQ,"Proses withdraw nya ribet, nama rekening ada garis miring aja bermasalah, padahal aku biasa transaksi pake itu bisa. CSnya pun ganti² trus. Jangan mau deh invest disini, prosesnya lama, pelayanan csnya bad",1,63,3.22.3,2021-12-22 05:34:13,"Hai kak, dana penjualan dikirim langsung dari Bank Kustodian ke rekening terdaftar di Bibit, jika ada perbedaan nama rekening dengan di KTP maka penjualan akan mengalami retur. Jadi pastikan rekening aktif dan nama rekening sesuai dengan di KTP. Info lebih lanjut hubungi live chat Bibit/WA +622150864230, tim support kami pasti akan membantu. Trims",2021-12-22 06:39:47
gp:AOqpTOHdDH6lq3hfd8YVMCM1z3ymYH8CWeel5DHBPa82l5KoV6PNx60syj3BBM4kItllgvq8DSt8_qFmmSprIw,Budi Maco,https://play-lh.googleusercontent.com/a/AATXAJzZqt1J3pRswC2L7_pZqZGYgSlZZBTmt0kVquQg=mo,"Mari belajar investasi semoga apa yg kita harapkan akan tercapai, masukan saja kode referensi (carinafkah)",5,1,3.22.2,2022-01-03 14:28:31,,
gp:AOqpTOEhPYM-gNEl8hwZUZNU_cwyheQ7nV0cCw08wurjhhOXX4kEWpHj9bvyzxk_uQ8aOwQm8m4QLVOdsX8xFw,The Ruler,https://play-lh.googleusercontent.com/a/AATXAJwOk7_PzlJxk3U81sjjpE2_5vs2BWjvJstXM3zK=mo,"tanggal 15 November ngetes withdraw yg katanya lama banget transfer duit kita,15 November jual Reksadana saham, tanggal 17 verifikasi order jual berhasil,di tanggal 19 November duit udah masuk ke rekening.",4,93,3.19.3,2021-11-21 02:57:35,,
gp:AOqpTOGuwprQMJF4nWDS1K0QPg9R7ZCEJGmml15cQ9Y4u3omKakH31f4-vOiB5G0wUfYGljeOqBrIMMpZtnrKA,Zephyr Akira,https://play-lh.googleusercontent.com/a/AATXAJzA88IuxQ2oVx5qe4R-ouWzNjdWMHQ9uJD9SgQv=mo,Sejauh ini pakai aplikasi Bibit alhamdulillah aman dan cukup mudah bagi pemula. Cuma saya ada 2 saran sih: 1. Promonya ngga relate dengan millenials yg pendapatannya belum seberapa kayak saya. Padahal millenials cocok banget jd sasarannya Bibit buat diajak invest. Saya harap Bibit kalau ngadain promo cashback please turunin minimal transaksinya. Kalau buat millenial sih 100k masih affordable. 2. Interval beli reksadana dan masuknya uang ke Bibit mungkin bisa dicepetin lagi. Makasih Bibit!,4,57,3.22.3,2021-12-16 09:49:56,,
gp:AOqpTOH8_W-nwGF4C8iW_9_hm-jJNIhpAd7l_XJmFkyQO1ByMVvcyB6z-FKw2XgvyMI6bKoLI7T6Ue4-MTyGnA,Risman Shanty,https://play-lh.googleusercontent.com/a/AATXAJzGruIVrgKa2tmcdLRjwI7N0QgCkd2fNWModz6p=mo,"Robo Advisor belum tentu milihin manager investasi yg bagus. Gak bisa jual semua aset alias ada yg nyangkut. Transaksi baik pembelian, penjualan dan pencairan dana makan waktu banget.",3,10,3.22.3,2021-12-17 10:45:14,,
gp:AOqpTOHCZzkuq2UEIas4Rm1kyq1RQrPUSMtHh5J8-49FK-UbeCQ16ad9unC5ALtwBcTCYQ-SYNkTbcDxDfUE7A,Reldy al-fin,https://play-lh.googleusercontent.com/a-/AOh14Ggd1AjCaIdZLuYXGJHmoiLUnqZZyWuaHjjkfs4Sog,Untuk bibit tolong di tambah kan lagi deposit Lewat apk dana dan penarikan nya ke apk dana. Agar mempermudah saya yg tidak punya KTP dan ATM .masa harus minjam ke orang lainkan. Saya ragu tolong bibit,1,64,3.19.3,2021-11-19 01:48:22,"Hai kak, di Bibit bisa melakukan pembayaran melalui DANA kok. Panduan dengan metode pembayaran tersebut, bisa kakak cek pada https://faq.bibit.id/id/. Jika ada kendala atau pertanyaan, silahkan langsung hubungi layanan live chat Bibit atau WA +622150864230, tim support kami pasti akan segera membantu kakak. Terima kasih",2021-11-19 02:35:39
gp:AOqpTOH-EEWRppyqTlDgM--4mkFy12zeseshsOKPX40-__FPe9nXBOX5glJO2SpyP_LwcUZ_m327oeRupc6W1A,sulaiman kana,https://play-lh.googleusercontent.com/a-/AOh14GhTcrF1Q91AvaijnXBJGDWQFhhIb20yyi9_IZwA,"Kapok dengan investasi di sini, udah setengah tahun modal 3 jt dakadah untungnya, malah dapat mines tres",2,0,3.19.3,2021-12-27 22:50:08,"Hai kak, tetap fokus investasi secara rutin utk memperoleh harga rata-rata reksadana terbaik di berbagai kondisi pasar (naik/turun). Manfaatnya ketika pasar sedang turun akan terhindar dari kerugian yg terlalu besar. Info lebih lanjut hubungi layanan live chat Bibit atau WA +622150864230, tim support kami pasti akan langsung membantu kakak. Trims",2021-12-28 04:21:56
gp:AOqpTOEvE8b5bU8nrAaMDm0YXfrNPu5k3k7WuQ0ag7MiLFCtOYJ_gHXnsYV4t1gB9OgSW7d_Rqsk_jiskZtQWg,Naufal Aa,https://play-lh.googleusercontent.com/a/AATXAJzHXuIpb51aNxFCHqLTbHHOixoXvofziNzLUy8o=mo,Jangan mau kalian nyimpan uang disini. Aplikasi bobrok. Duit saya hilang di tarik ke rekening.. Sampai saat ini nggak masuk masuk janji 14 hari kerja.. Udah di sabarin. Nggk masuk juga,1,17,3.19.3,2021-11-16 12:07:21,"Hai kak, jika dana penjualan kakak belum diterima dan sudah melebihi batas waktu 7 hari kerja dari tanggal status ""order jual berhasil"", harap langsung hubungi layanan live chat Bibit atau WA +622150864230 agar tim support kami segera membantu untuk konfirmasi ke Bank Kustodian. Terima kasih",2021-11-16 13:03:57
gp:AOqpTOE1rGS7MXemGufo4tq6znX6bWNSESBhcG0VWAJact_eGKUL2M0bSjm_1ebzVA2EJuoxgH0E5LzAOBV_fw,Yt bahri Official,https://play-lh.googleusercontent.com/a-/AOh14Gjm3OaiZVTvveoGGxNf40II7NNpookLeOGxsFe3oA,"Kata siapa investasi di bibit kurang bagus, saya aja investasi di bibit Alhamdulillah untung terus dan penjualan saham, obligasi, juga cepat cuman 4 hari langsung masuk ke rekening, good luck bibit ...",5,13,3.19.3,2021-11-16 02:32:06,,
gp:AOqpTOHCcbqFnDUUXy4PlFcIUHHtNYDvOE4FSg3rm5AgKpOj1RHobQRqxTBDMV8yOKSJ2tBipov15Ot0j-Sj8g,hadi dewa astronot,https://play-lh.googleusercontent.com/a-/AOh14Giy9RkAmus04d7xzQfxt7htiGXxd2anB8Orv7EvnQ,"Sangat bagus dan terpercaya. Masukin kode ini (okdqvhc) ya, biar dapet Cashback untuk pengguna baru.",5,0,3.22.3,2021-12-23 16:52:16,,
gp:AOqpTOGOqWaze7LqjBbF_ATMHDqbnM0RGjuzI_k96_3WNLAvyPntq6k5neU9DppWYqxqoaB-BAGPoBBFl8SjpQ,dakwah harian,https://play-lh.googleusercontent.com/a-/AOh14GgQWMasM7YC4pxgg6dOZawJ_zvLup3K2rOLVxGC,"Gimna caranya menarik dana kita yang udah terlanjur masuk ke dana pensiun, aku mau tarik aja.",1,0,3.24.0,2022-01-03 11:56:26,"Hai kak, penarikan atau pencairan reksa dana bisa dilakukan dengan menjual unit reksa dana yang kakak miliki. Penjualan baru bisa dilakukan setelah unit reksa dana diterima atau 1 hari kerja setelah tanggal status pembelian berhasil sekitar jam 22.00 WIB. Info lebih lanjut hubungi live chat Bibit/WA +622150864230, tim support akan membantu. Trims",2022-01-04 06:08:10
gp:AOqpTOHtVVaY6atiAvvNqNQ7vxSSmTzFrHcX0_BSdIAI76vrk5mkP8NMHeBtYhkqulGnnaS6fJ4f8unMlkMC1g,Mutiara Wati,https://play-lh.googleusercontent.com/a-/AOh14GjCBmcWqgW5lRiXLONCBj0lXZMjO9OD6x8zZScyWg,"Suka sama aplikasinya, bagus untuk pemula yang mau belajar berinvestasi. Saran aja, agak dibanyakin lagi untuk produk reksadananya. Mulai dari rdpu, rdo sama rds 👍",5,3,3.19.3,2021-12-14 15:11:49,,
gp:AOqpTOGZdOqr6Q4LtCv6DvBa6Q2nXoBrI5iG9nS0VnGPGDlox34HS7Tn2KIBmWGs1RVhSeYaIq6Ses0T3TwBIg,Tedi Nurulhadi,https://play-lh.googleusercontent.com/a-/AOh14Gi7DkWNPC_HHlAX6_mRx3e1n72oz8_8NNwKFEh4,"Verifikasi lama, di tolak karena foto ktp blur... Tidak seperti yang lain yang memberi solusi mudah, ini di suruh ke dukcapil untuk upgrade e-ktp. (Mohon maaf kalo bisa semudah itu, udah saya lakukan dari dulu.dan untuk data2 lain di e-ktp saya pun masih jelas ko, hanya di bagian FOTO saja yang blur)",2,76,3.21.0,2021-12-07 05:25:02,"Hai kak, jika foto di KTP kakak sudah blur bisa dibantu dengan bukti pendukung berupa SIM/Paspor ya kak. Namun jika tidak ada, kakak bisa update KTP terbarunya ke dukcapil agar registrasinya dapat diproses. Info lebih lanjut, hubungi live chat Bibit/WA +622150864230 agar tim support kami bisa bantu lebih lanjut. Terimakasih",2021-12-07 06:07:15
gp:AOqpTOFEjWLbTXy-MIxAGzBv6aP1ieF5SNmvWK7SYQKNMM8pr2IwzTC8pbSAq48_x7RqLGOSIp3bixpCShZf-Q,Yuslisa Mariani Amalia,https://play-lh.googleusercontent.com/a-/AOh14GgQo-NNkG5BrMf4CByAGCwbSp5XoF_a-GBgLnqmow,"Padahal baru mulai, tapi saat mau mendaftarkan akun saja sudah lama prosesnya. Terlebih kode verifikasi nya tidak dikirim-kirim. Padahal biasanya mendaftarkan akun melalui apk tidak seperti ini.",1,45,3.18.1,2021-10-26 22:33:53,"Hai kak Yulisa, terkait kendalanya pastikan internet kakak stabil & nomor hp masih aktif ya. Registrasi akun bisa dilanjutkan dgn login menggunakan nomor terdaftar, lalu kirim OTP via misscall (4 angka terakhir dari nomor misscall adalah kode OTP). Info lebih lanjut, hubungi tim support kami di live chat atau WA di nomor +622150864230. Terima kasih",2021-10-27 07:01:40
gp:AOqpTOFQf2hTY1BOUj3QwbSW9pxZYslJelSPyP-eacDVw4QjdiTNv55mBuEb4AtYCfu_i8sZqEXe5sKlOLqDGQ,syarifah lestari,https://play-lh.googleusercontent.com/a-/AOh14Ggoq5cttVqZXJ7xGyNED9huZdmAoL6kTkbNDDFiHw,Dapat casback tapi gak bisa dipake. Beli reksadana 2x dah klik sana sini tetep aja casbacknya ketinggalan,2,0,3.24.0,2021-12-30 22:36:09,"Hai kak, cashback kode referral hanya bisa digunakan untuk pembelian reksadana menggunakan rekomendasi robo advisor. Info lebih lanjut hubungi live chat Bibit atau WA +622150864230, tim support kami pasti langsung membantu masalah kakak. Terima kasih",2021-12-31 10:30:01
gp:AOqpTOHUtuAG4EPYla-lhiShckMjaVlV44bEBtV-3g_fy9rqJu-XQ_DIsOSLD3el8yrSkMiawP-Q42CMkoi6Sw,andi firman,https://play-lh.googleusercontent.com/a/AATXAJxOvuS5UHNn57JXGM8Gta6kYTXfbE6WJt0Sussg=mo,Lama banget proses pembelian-pencairan sekitar 2 mingguan masa kalah sama Ajaib beli saham langsung di proses,1,0,3.21.0,2022-01-27 06:30:52,"Hai Kak Andi, pembelian dan penjualan reksa dana memang tidak realtime, karena membutuhkan proses verifikasi dari Manajer Investasi. Jadi prosesnya membutuhkan waktu sampai dengan maksimal 2 hari kerja. Info lebih lanjut hubungi layanan live chat Bibit atau WA +622150864230, tim support kami pasti akan langsung membantu kakak. Terima kasih",2022-01-27 06:40:58
gp:AOqpTOFMoyU_lq6EpWd8U7BsR7rUNDGEMdKwJi7LdlgvbYHQ--Zn0pQYcPsk2ZP-iupjbgyNzGggqErTXpgHrw,Sandy Anggriawan,https://play-lh.googleusercontent.com/a-/AOh14GhJv6SngvDthTfa5rnIK3fFZcvpx8UEOm6OhLrS,Aplikasinya bagus. Tp aplikasinya error. Maaf minta tolong diperbaiki. Makasih,3,1,3.24.0,2022-01-01 08:21:43,,
gp:AOqpTOGu5eVTh_mwkhZaK6uc644vQEEDOka7yEIIJVUXu_QEgKvsznhrItS6N1C9AzCWj7ITwdE94CfOibVgPg,Azalea Red,https://play-lh.googleusercontent.com/a-/AOh14Gi-WHMbcEgSF6gDnXe0i5W3141cVpP6vubwEezL,"Tidak bisa registrasi... Katanya data saya diktp ada yg berbeda dengan dukcapil, sudah bolak balik sy konfirmasi ke dukcapil kata dukcapil sudah sesuai, berkali2 juga kata bibit belum sesuai. Entah siapa yg benar",1,4,3.18.1,2021-11-16 11:57:17,"Hai kak, kakak bisa coba konfirmasi & validasi data KTP ke dukcapil setempat, selain itu minta agar datanya di update ke dukcapil nasional ya. Info lebih lanjut hubungi live chat Bibit atau WA +622150864230, tim support kami pasti langsung membantu masalah kakak. Terima kasih",2021-11-16 13:03:31
gp:AOqpTOF9-7g6Kf21UxkZT1XzY9XfUG2X2sKkoNtb9zuUOErEea3CtHevtjq1plLjEmYHATiDXbFCROMn3dT1lQ,Gwen,https://play-lh.googleusercontent.com/a-/AOh14GhV1nr8M-A7bpRS-5WgUo3ikGxO_-XVFrD0OlHVGw,Proses pencairannya amat sangaaaaaat lama. Dan potongannya jg lumayan. Ok bye!,2,0,3.21.0,2022-01-19 03:40:31,"Hai kak, pencairan dana dikirim oleh Bank Kustodian ke rekening terdaftar di Bibit sesuai ketentuan OJK maks 7 hari kerja. Jika rekening kakak berbeda dgn Bank penampung, maka dikenakan biaya transfer oleh pihak bank sekitar Rp2.500-6.500 per produk. Info lebih lanjut hubungi layanan live chat Bibit/WA +622150864230. Terima kasih",2022-01-19 04:35:08
gp:AOqpTOG4yJm1OksrHRZV4NUEi5muooQ5RW2mD7g-jUhSufhIeZSJu9f8I02Fe0sGMhiPJ9CpvpNMWNBCANLSoQ,Jibran PB,https://play-lh.googleusercontent.com/a-/AOh14Gg3JZrPvxkIR2jPebIhi6Iq4oi8LkmoCvyVJDisGw,"Alhamdulillah udah berjalan seminggu lebih di Reksadana bibit ini, sampai sekarang untuk kinerja dari aplikasinya Alhamdulillah real banget... Terima kasih aplikasi Bibit karena udah Jujur dalam pengembangannya... Insyaallah aplikasi ini bisa menjadi tabungan masa depan semua orang...👍😊🙏❤️👌🏻",5,92,3.18.1,2021-10-24 14:23:04,,
gp:AOqpTOG19_JcUeY09XfnoSgdydrTqT-mNhtgefdwN_DTqH02Ca9clZHsHvpKjU8DScF6h18z1gwKHjYdkV_ymQ,SK _Paci,https://play-lh.googleusercontent.com/a-/AOh14GjOTftaWe9w_KIqSt8-at2XZq5MpIxRKooG51JJYw,"Investasi pertama hanya minimal Rp. 200.000 bisa dapat cashback Rp. 25.000 dengan memasukkan kode refferal: ""cobacashbacknya"". Yuk mulai dari sekarang",5,12,3.21.0,2022-03-04 11:40:05,,
gp:AOqpTOGW5A8AGcobFz9pI36XDC58PzSHA5iPHEvH_zRDE6R6ycZIqKyqlPFaK7Fdo4nj3ajwwmXPcboaPZQrpg,Joshua Irsa,https://play-lh.googleusercontent.com/a-/AOh14GjpiApY8K-5_LCmpToLUcHlniKNdcLCmPTFfvhyaA,"Investasi Reksadana Yg Ramah Bagi Seluruh Kalangan,Termasuk pemula dan professional. Rekomended di bibit,krna nominal investasi bsa bahkan sampe 10k saja. Hanya sayangnya pencairan dana ke rekening trlalu lama,sangat tidak professional,masa sampai 7 hari,lama lama jadi malas juga invest disini menyusahkan",3,54,3.18.0,2021-10-21 03:18:25,,
gp:AOqpTOGV9aWgOQvnvqi-CgCyyoqQnz3AjLLXPJoCsYjDQAkvVJYopB9QD1hG5J_UQq1RPSqyBrz6IsFlzF8Afg,Jhon Saragih,https://play-lh.googleusercontent.com/a-/AOh14GiJIgnWko-hHKdcle-vHshYsWhnuVJnsLuCSFJd7Q,"Di Ajaib gitu tarik dana langsung cair, di Bibit, 1 minggu dana belum juga cair.. Berpikir lagi deh kalau mau investasi di sini... Asli semua serba lelet di saat yang lain serba cepat..",1,53,3.19.3,2021-11-23 02:34:29,"Hai kak, dana penjualan dikirim Bank Kustodian ke rekening terdaftar di Bibit sesuai ketentuan OJK maks 3 hari kerja utk RD Pasar Uang dan maks 7 hari kerja utk RD Saham & Obligasi. Jika lebih dari itu dana belum masuk, hubungi live chat Bibit/WA +622150864230 agar tim support kami bisa bantu lebih lanjut. Terimakasih",2021-11-23 04:10:10
gp:AOqpTOEoePHE9mlSKrdkqEXxgrkXJvl5FZwI2JYNjxSvno9kRfK1eYlAa0Vgnr_5b7yjkzOV0IvIfERXWQaJVQ,Pirman Sah,https://play-lh.googleusercontent.com/a-/AOh14GjuJ3Camarhlg5YEexvIWQbLjNPwftGTCoAOlbIIA,Min balik in lgh dong minimal depo 100k bua ambil casback nya😌,1,0,3.26.3,2022-01-25 03:51:36,"Hai kak, minimal transaksi menggunakan Robo Advisor dimulai dari 100 ribu ya. Jika memiliki pertanyaan atau mengalami kendala terkait Bibit silahkan langsung hubungi layanan live chat atau WA +622150864230, tim support kami pasti segera membantu masalah kakak. Terima kasih",2022-01-25 03:46:13
gp:AOqpTOHVkHOVaqGAAepoGLwhQgMddviQ4OQqdh1yoCkcmntpmhJhz6G2VvRpDZsac-HcXVvDmj6pboQjr7ev8Q,Andri Ashter 1922,https://play-lh.googleusercontent.com/a-/AOh14Gg135OXEqfMUNBpkTRTyPV-EptH9J2Ezda5GCFl,"Saya tidak bisa mengakses akun bibit saya setelah melakukan investasi, mohon segera di perbaiki",5,1,3.24.0,2022-01-03 16:26:28,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 02:22:38
